,acceleration_X,acceleration_Y,acceleration_Z,Illuminance,accelerationlinear_X,accelerationlinear_Y,accelerationlinear_Z,compass_X,compass_Y,compass_Z,Latitude,Longitude,Altitude,gravity_X,gravity_Y,gravity_Z,gyro_X,gyro_Y,gyro_Z,rotation_X,rotation_Y,rotation_Z,rotation_cos,rotation_headingAccuracy
2020-06-04 13:18:19.002000128,-0.5610496539130435,4.115215334782608,8.84013793478261,284.15884,-0.13022556884545453,-0.03406220172727273,0.02904228681818181,16.321720752727273,-15.106285159090907,-61.0569029090909,52.3547835,4.949953599999999,46.0,-0.4436965022727273,4.146720331818181,8.85855734090909,-0.1418427825,-0.2011133265,-0.02043273201363636,0.1900022686363636,0.10604928663636363,0.3820610809090909,0.897530891818182,0.0
2020-06-04 13:18:20.002000128,1.20612310542,3.671446172,8.918882072999999,284.15884,-0.037929716715999984,-0.028657048843499983,-0.006118336259999996,4.2426914866819985,-12.804405412000001,-62.38859668999999,52.35478350000001,4.9499536000000015,46.0,1.2346834691500002,3.692448032,8.905121414999998,-0.1496496366627,-0.457452162826,0.083729697989,0.2028021671,0.008216666788000003,0.3492436452000001,0.9117702398,0.0
2020-06-04 13:18:21.002000128,2.3464322992,2.8465594119999995,8.998174515,284.15884,0.14350731622500001,-0.07846754064809999,-0.052431878677000006,-3.0460065073,-7.461857913000001,-62.65403647,52.354783314000024,4.949953517000001,45.941999969482424,2.2108322740000004,2.909824302,9.023828130000002,0.114219482492,0.287607326851,-0.06077645857000001,0.18468898,-0.04524106694750001,0.3931538301,0.8974148153,0.0
2020-06-04 13:18:22.002000128,2.5422248185858587,4.145320754545455,8.408131947878788,266.02859620000004,-0.0012662272880000038,0.025253338049,0.018330512797000004,-5.712030132000001,-16.51248745,-61.04335674,52.35476620200001,4.949945881000002,40.605997161865226,2.494014239,4.103826939,8.520956159999999,0.113413143208,-0.14150072057000002,-0.0258960830213,0.25018712260000003,-0.040945375858,0.3624274948000001,0.8961008454999999,0.0
2020-06-04 13:18:23.002000128,1.4477125408910896,3.756246810891089,8.574614692079207,201.7486600000001,-0.007260109124400005,-0.013756328927000004,-0.2853926432757,0.77508992941,-14.650307605999998,-61.62862736,52.354764900000006,4.949945300000002,40.19999694824219,1.501130883,3.786436055,8.906589569999998,-0.1192041437387,0.097237449006,0.014420988580699998,0.2127830865,0.0016554622213000001,0.3675533861000001,0.9048971769,0.0
2020-06-04 13:18:24.002000128,3.5584209490199994,1.0800018196399002,9.351423919000002,201.7486600000001,1.03719448795,-0.40386126415,0.34615836505,-2.8755447317000002,0.7184283436,-61.85100109000001,52.354764900000006,4.949945300000002,40.19999694824219,2.5660306019999997,1.5496733010999997,9.22898836,-0.22272127066999992,-0.024642293660000036,-0.16164243335000006,0.13092334971,-0.08793335243499997,0.4023165927,0.8968306879999999,0.0
2020-06-04 13:18:25.002000128,0.77200116603,0.12973615427,10.436501315,218.3389068,-0.5965785071999999,-1.1530977179699995,1.1955691231999996,-3.9305860345,3.9029263416700006,-60.81555923000001,52.354764900000006,4.949945300000002,40.19999694824219,1.4269392453399998,1.2946949191700001,9.41718412,-0.14868446103200006,0.30890206515,0.4635042830700001,0.06683040712100001,-0.057815388447000016,0.180370794432,0.9614419476999998,0.0
2020-06-04 13:18:26.002000128,0.20479128957999992,3.62286989,8.582319623,305.437738,0.34407217289200004,0.20690204878,-0.32561593662,16.606709135000006,-17.236596023,-57.55926106,52.35476478217822,4.949945068316834,40.19801678043781,-0.14510260892000001,3.4729380860000014,9.07640429,0.129344500703,0.097066395846,0.8527473004999999,0.13217537348999994,0.1299018673,0.6440595471,0.7327887473,0.0
2020-06-04 13:18:27.002000128,0.8434889564600002,3.0175220160000005,9.468710780000002,305.43774,0.022106803264,0.02851395096,0.12134234049,11.252084,-22.212516930000003,-56.65485301,52.35475645099999,4.949928686,40.057999114990224,0.8201016266000001,2.983978333,9.301624015000002,-0.0017226406526999994,0.20593471151,0.57474276791,0.12041980439,0.10379315624,0.8192840573000001,0.5434874715000001,0.0
2020-06-04 13:18:28.002000128,0.08386536910300002,2.6243152429000003,9.234855214,282.142418,-0.029353221366,-0.4022907809999999,-0.14897934204000002,19.36079083,-27.6310507,-53.714250800000016,52.35475299999998,4.9499219000000005,40.0,0.117224026654,3.008621979,9.30577928,-0.053511749862,0.206985401856,0.160796391938,0.07764818537000001,0.13399318429999998,0.8737053887000001,0.4589354713,0.0
2020-06-04 13:18:29.002000128,0.400125815749,2.817471085,9.325160531,72.48451999999997,0.16069164956999998,0.012326823280000005,-0.09005483490500002,15.295964419,-29.60709899,-53.56304254000001,52.35475299999999,4.9499219000000005,40.0,0.25381128533700004,2.7685903119999997,9.375270235,0.030445497040599998,-0.13899616365999998,-0.21906372686,0.07747878545,0.11933392257,0.8760469937,0.4559712122,0.0
2020-06-04 13:18:30.002000128,0.305080080155,3.7810719702000006,8.879211946000002,72.48451999999997,0.08724329311000001,-0.4924395162699999,0.14394293503,12.961533364999998,-34.127094740000004,-46.97736548000001,52.35475299999998,4.9499219000000005,40.0,0.21161390162799998,4.242185528,8.705182454000001,0.43018316154,-0.18878164804000003,-0.415591119075,0.12726699738,0.18478512053,0.8328129201999999,0.49390958450000005,0.0
2020-06-04 13:18:31.002000128,6.433589737199997,1.9830557893000005,2.2069785054500004,71.63794850000002,1.3639940005999995,-3.57359918164,,-14.560589739000001,-42.84320680999999,-26.091358690000003,52.35475299999999,4.9499219000000005,40.0,5.019553566569999,5.529483740999999,4.447196483,0.27330087810000003,-0.4517222404300001,0.40941830595,0.4557709138,0.0911415093936,0.6780213985,0.5017969146,0.0
2020-06-04 13:18:32.002000128,-1.9462106153,8.902455919,3.78710762501,55.55309000000002,-2.53749202894,-0.056892436570000024,0.8526042667000001,4.9167863500000015,-56.54783725999999,-4.583632591000001,52.354766637623776,4.9499358188118805,44.21782178217822,0.6190120373199999,8.911905118,2.88281483529,-0.04581485937,1.0894405787049999,-0.7141451591199999,0.298420356004,0.4488970157000001,0.6544265588999998,0.3983806242999999,0.0
